# sample_name: ludox_SM30
# config_id: config_10
# transmission: 0.553142
# source_nexus_file: sans-llb2026n001004.nxs
# q I I_error q_error
5.632994255491373670e-01 1.232204981015770251e+00 4.481440550067666839e-01 2.729807768228453835e-02
5.654556772535033193e-01 1.081071469860451550e+00 3.040276312499146094e-01 2.739791214826717627e-02
5.675799189687924518e-01 1.013225456302410787e+00 1.572178093074374505e-01 2.749626665692968264e-02
5.696195342023333552e-01 9.341725112352953220e-01 1.799338918946248589e-01 2.759072659596760457e-02
5.711802168780356626e-01 9.436133706569728163e-01 2.371085189654760506e-01 2.766300502539904144e-02
5.735138009180749119e-01 1.247771855380017225e+00 2.320313894845593417e-01 2.777111645317109634e-02
5.753364556132346541e-01 1.094474534058947901e+00 2.731743348398573690e-01 2.785556606549015671e-02
5.778565032452546157e-01 1.273849467968865001e+00 5.851784617750506179e-01 2.797234201432918094e-02
5.798581962884419294e-01 2.229595109028289279e+00 7.188901432937873537e+00 2.806511767461678658e-02
5.821648161580904590e-01 9.361440387697832488e-01 1.842354305749185073e-01 2.817204099815760060e-02
5.836905542254712254e-01 1.188199939072477562e+00 2.611365855790185875e-01 2.824278012401729848e-02
5.855685899156689578e-01 1.409066844112848882e+00 6.429039421426377965e-01 2.832985223333516975e-02
5.876048671735696338e-01 1.005141808521151647e+00 2.015493800097601651e-01 2.842427785984033561e-02
5.901353422196696785e-01 1.234966180188917573e+00 2.130521778267999156e-01 2.854164789523866777e-02
5.918693274626213308e-01 1.327844347160021199e+00 8.107498399975920922e-01 2.862208490312839748e-02
5.939465975926834229e-01 1.231295053630999892e+00 3.531154708982368606e-01 2.871845342897118639e-02
5.959932819484903277e-01 1.083906388068700988e+00 2.463480462380518432e-01 2.881342681245466567e-02
5.980291864511868560e-01 1.315977264824802040e+00 1.620825828396949886e+00 2.890790524494193936e-02
6.003556695295209078e-01 9.844287694392288568e-01 2.923059296228152637e-01 2.901587347818935028e-02
6.019837685380793335e-01 9.289228588552358445e-01 1.722327003507189425e-01 2.909145293698717910e-02
6.039157592529019736e-01 1.038533156394891632e+00 3.012362332061224723e-01 2.918114889822403038e-02
6.063786799496926339e-01 8.639922644794473250e-01 1.412871272978254433e-01 2.929550532710878397e-02
6.081766359642640785e-01 1.197143086863655004e+00 3.057256285247315630e-01 2.937899545783027866e-02
6.106412676784118698e-01 1.273447609672588854e+00 2.811456917608649020e-01 2.949346479548187183e-02
6.123659533330105820e-01 9.583188276149240403e-01 2.428536212812821837e-01 2.957358877603784991e-02
6.142319974275152195e-01 1.071668505875793098e+00 2.928264558312496102e-01 2.966027547988846214e-02
6.166741415270313720e-01 1.488578711875201410e+00 9.628020666528653848e-01 2.977373753843795545e-02
6.185616442308786711e-01 1.152206324144199767e+00 5.666947501322505687e-01 2.986143932301654758e-02
6.208725226163621658e-01 1.860127526553059685e+00 1.210422434879096398e+00 2.996883834391813120e-02
6.227582524648601625e-01 2.279710625300479521e+00 5.541225722186925218e+00 3.005649299584044198e-02
6.250231862685435846e-01 1.077706716473604498e+00 3.835983038929038913e-01 3.016176881560722264e-02
6.265792861220955690e-01 1.280826531975366667e+00 4.738659556833724196e-01 3.023411702204464868e-02
6.290897129648602704e-01 8.436803054362447263e-01 2.032294972737917205e-01 3.035083893957362527e-02
6.307596643057841179e-01 1.360112671932782957e+00 5.073369720258500415e-01 3.042849951964470001e-02
6.330035440681873737e-01 9.663886883188185228e-01 3.047631648216512223e-01 3.053284242729653944e-02
6.343246021975048610e-01 1.683083474261172441e+00 7.359195890311772681e-01 3.059428701445347787e-02
6.367174158383899218e-01 1.092369116313395505e+00 3.221291653460346960e-01 3.070560271539525543e-02
6.388923976931095705e-01 1.679511607079375413e+00 1.410206271361843067e+00 3.080678270977746727e-02
6.408769010302227676e-01 1.074731239542033423e+00 4.169330688731803236e-01 3.089911101353139122e-02
6.431367400223164665e-01 1.027878506222895449e+00 3.123863424028405222e-01 3.100427007322974216e-02
6.449570797131530808e-01 1.655417929923622244e+00 2.035829746601735213e+00 3.108899477974864933e-02
6.473813211460995864e-01 1.206813305644401035e+00 5.780966189661618237e-01 3.120183177113694528e-02
6.488783861324065594e-01 3.393819564950681489e+00 8.283539270067551641e+00 3.127150541899198499e-02
6.515629217743167390e-01 1.445969185187058637e+00 7.579708288093180979e-01 3.139648466957536271e-02
6.532763489273488711e-01 1.134950177787364289e+00 3.280545231258349959e-01 3.147625169135526840e-02
6.556070867660203083e-01 1.456250870590585222e+00 9.863859327279572708e-01 3.158478501131348898e-02
6.571809096901202185e-01 1.529627935777206682e+00 7.241790927194228233e-01 3.165807131598273594e-02
6.593546965365260082e-01 6.751595094233906469e-01 3.937727053055472548e-01 3.175932031725231530e-02
6.613067986885230454e-01 2.632840075629112597e+00 2.350255147880326856e+00 3.185023179422463713e-02
6.633283536406927583e-01 6.686904595616871561e-01 5.571990575091062547e-01 3.194439102318236828e-02
6.657209284325688037e-01 1.081611843009807616e+00 2.736757985861683284e+00 3.205586587918209107e-02
6.679272803181874885e-01 1.850080496073065239e+00 2.035181997281652500e+00 3.215867798672217975e-02
