# sample_name: ludox_TM50
# config_id: config_9
# transmission: 0.606994
# source_nexus_file: sans-llb2026n000989.nxs
# q I I_error q_error
1.110099413321882500e-01 7.036972286001381971e-02 4.650059627395502528e-03 5.792632333046080981e-03
1.114891067083943477e-01 7.356288908343988631e-02 4.104354375101246233e-03 5.813239115649233672e-03
1.119995559631239701e-01 6.326841953144070330e-02 4.367284285539928430e-03 5.835208624538602840e-03
1.125012648129413428e-01 7.360226395836239055e-02 4.110314291771843126e-03 5.856820954349157421e-03
1.131156590543973550e-01 7.477159994893901873e-02 4.500870649765905708e-03 5.883309260730624352e-03
1.136264980203819802e-01 6.702672504856278801e-02 4.909330916000444710e-03 5.905352986039384688e-03
1.141456368734538318e-01 7.073182236990180338e-02 3.984085087317425916e-03 5.927770257687918487e-03
1.146948606885150601e-01 6.573497207192709191e-02 5.321961935145062134e-03 5.951503641231083337e-03
1.152309024792914083e-01 7.001949968737096464e-02 4.240273953267159786e-03 5.974688049397811063e-03
1.158358767694026709e-01 7.086152022502632819e-02 4.180898188758628252e-03 6.000874534847687632e-03
1.162700905935354079e-01 6.347391953114166208e-02 3.021988440064233943e-03 6.019686324514932942e-03
1.168708155951374006e-01 7.104595579113294479e-02 3.724649781290015338e-03 6.045725952195770206e-03
1.173658212038155568e-01 7.058132218639348587e-02 4.390381191558205554e-03 6.067198469020367892e-03
1.178349363867930433e-01 6.509100368377250534e-02 4.087358409493395059e-03 6.087564842779964042e-03
1.183521096803737127e-01 6.589841179353533862e-02 4.141395400398512928e-03 6.110030903824691106e-03
1.189587968979899796e-01 7.035788454887188792e-02 3.912827707418537609e-03 6.136404944080355375e-03
1.195087566609991658e-01 6.408823831881299560e-02 4.375362196832792948e-03 6.160333082104389735e-03
1.199117382608967802e-01 7.031326650874246409e-02 4.505388868201307649e-03 6.177872295612982928e-03
1.205553885816248172e-01 6.229366255746299902e-02 3.935147569027335618e-03 6.205911991934125703e-03
1.209716466177225974e-01 6.206870197908284648e-02 4.718531680346048363e-03 6.224053686260712544e-03
1.216321568317179636e-01 6.664926014345017025e-02 3.764621330550642093e-03 6.252869396585870355e-03
1.222362727506083324e-01 6.510052719152706335e-02 3.564841704673833624e-03 6.279242030368922638e-03
1.226808800067786531e-01 6.289012642338925874e-02 3.211735250595463935e-03 6.298665119870385486e-03
1.232209234770028777e-01 6.231907728737327151e-02 3.581483306219328429e-03 6.322270485605571005e-03
1.237388780081652290e-01 6.334799800562201932e-02 3.692822572862906536e-03 6.344923225314311188e-03
1.242976000223297017e-01 6.391045992109083140e-02 4.188019766398549081e-03 6.369377162383410389e-03
1.247280432600205435e-01 6.867088311218412511e-02 4.491299783135204934e-03 6.388223610413048398e-03
1.252847799033078857e-01 5.941320635077240037e-02 3.611346986881965124e-03 6.412618507480699961e-03
1.259010788780351164e-01 5.889674183890102055e-02 3.899458211647237674e-03 6.439639493622645837e-03
1.263690055104337295e-01 5.840509359231847719e-02 4.446335343361874567e-03 6.460168661687883812e-03
1.269197448526185878e-01 5.966116374860244015e-02 3.723448818734241723e-03 6.484345217704899113e-03
1.274880229821879762e-01 6.635462238771104582e-02 4.449678092448259431e-03 6.509305606263385800e-03
1.280909211171326056e-01 6.196858510601655629e-02 4.102801934736288909e-03 6.535805348720342099e-03
1.285813419417419501e-01 6.066970826123344734e-02 3.050722813684575516e-03 6.557371689811944751e-03
1.290660562587015725e-01 6.000019298463164091e-02 3.547182727784825313e-03 6.578700023293031392e-03
