# sample_name: ludox_AM20
# config_id: config_10
# transmission: 0.551623
# source_nexus_file: sans-llb2026n001003.nxs
# q I I_error q_error
1.807374058734711464e-01 9.281070055048364909e-01 2.070287015696038041e-02 1.342096643531262047e-02
1.818866273539310185e-01 9.547985025704377460e-01 2.239922759376157188e-02 1.345573662193248581e-02
1.831841071551007227e-01 9.288921672833405641e-01 2.238025846085687359e-02 1.349514010058680373e-02
1.843826530677403486e-01 9.522316793312000094e-01 2.180189770593307999e-02 1.353168853572460709e-02
1.856234797713129381e-01 9.706065372354314436e-01 2.217674194543070576e-02 1.356967212219113011e-02
1.870658352330228646e-01 9.385092183052469172e-01 2.015435382959955210e-02 1.361401076500731548e-02
1.882366893096450722e-01 9.259626776027766182e-01 2.306562297158449085e-02 1.365014732399808493e-02
1.896145411858463081e-01 9.445320153554448428e-01 2.066932624949393074e-02 1.369284095190786456e-02
1.908338527274382468e-01 8.996762589675366684e-01 2.128023027948144907e-02 1.373076926220878451e-02
1.921130171626850847e-01 9.375250800824931341e-01 2.171341916414216630e-02 1.377070642762878022e-02
1.934411532318989768e-01 9.367078100460995982e-01 2.200095805128418625e-02 1.381233172840885294e-02
1.946568578494195234e-01 9.274882802458556119e-01 2.244681891803437801e-02 1.385057603902754494e-02
1.960330565374977518e-01 9.478948219717232559e-01 2.329383190438063730e-02 1.389402462333484516e-02
1.971698352310922719e-01 9.806232441603780492e-01 2.742510934815648241e-02 1.393004813155640162e-02
1.984156247616662982e-01 9.320037509363165995e-01 2.279286397612470538e-02 1.396965317914024805e-02
1.997326675554988995e-01 9.055569971246995031e-01 2.132282496228160226e-02 1.401167285414076091e-02
2.009027481478436183e-01 9.303054772414396378e-01 2.465900414777166122e-02 1.404912819204801391e-02
2.022528001569890155e-01 9.096126109148675587e-01 2.314562477398284662e-02 1.409249430270575684e-02
2.034628501062888950e-01 9.253745318641549700e-01 2.565288493118185464e-02 1.413149488773437351e-02
2.047728063280297439e-01 9.358764223704471030e-01 2.512882534854594951e-02 1.417385437516952701e-02
2.060831330764501257e-01 8.913235026704100505e-01 2.552828120647708532e-02 1.421637531967719428e-02
2.073263327698844916e-01 9.587992295455770586e-01 2.633987444085813048e-02 1.425684664004746825e-02
2.087142313491248402e-01 9.383845571596418633e-01 2.789474428043224596e-02 1.430217740034254656e-02
2.099192454369331606e-01 9.210867259563834120e-01 2.811423198857293873e-02 1.434166907658568010e-02
2.112384872196957364e-01 9.165842530826102674e-01 2.690850935780647948e-02 1.438503287374191635e-02
2.125247203076400526e-01 9.303680899068728083e-01 3.214296333839595371e-02 1.442745306666879529e-02
2.137140984058460980e-01 9.235613429206399605e-01 2.874644285512707037e-02 1.446679162353942984e-02
2.151251922778793513e-01 9.434290074146570726e-01 2.994717535340206058e-02 1.451361188953161248e-02
2.162346913256270042e-01 9.041526846517198290e-01 3.410205193139174279e-02 1.455053308636423959e-02
2.175343999358035629e-01 9.172168673365547198e-01 2.944842742070733974e-02 1.459390558480039811e-02
2.187157357214214448e-01 9.241903902132238002e-01 4.001004038559800857e-02 1.463344344863212049e-02
2.199776972906969108e-01 9.358718619363910474e-01 3.010743871993250623e-02 1.467579370510084698e-02
2.213736430330280891e-01 9.335447405595211912e-01 3.325952284928329616e-02 1.472278346130234672e-02
2.225286974407967300e-01 8.935454620163935102e-01 3.116041417276051509e-02 1.476177333076495422e-02
